,Parabacteroides distasonis ATCC 8503_0.01.pkl
P. distasonis_gapfilled_9,"{'EX_cpd00635_e': 0.04109219745379557, 'EX_cpd00023_e': 0.04109219745381, 'EX_cpd11595_e': 0.04109219745379557, 'EX_cpd00154_e': 0.04109219745379557, 'EX_cpd08306_e': 0.041092197453795574, 'EX_cpd00309_e': 0.041092197453795574, 'EX_cpd00540_e': 0.041092197453795574, 'EX_cpd11597_e': 0.041092197453795574, 'EX_cpd08305_e': 0.041092197453795574, 'EX_cpd00396_e': 0.041092197453795574, 'EX_cpd00039_e': 0.041092197453795574, 'EX_cpd00011_e': 0.041092197453795574, 'EX_cpd00322_e': 0.04109219745379557, 'EX_cpd00111_e': 0.04109219745379557, 'EX_cpd00028_e': 0.04109219745379557, 'EX_cpd01188_e': 0.04109219745379557, 'EX_cpd00357_e': 0.04109219745491301, 'EX_cpd03847_e': 0.04109219745379557, 'EX_cpd01080_e': 0.04109219745379557, 'EX_cpd00010_e': 0.04109219745379557, 'EX_cpd00264_e': 0.04109219745379557, 'EX_cpd11606_e': 0.04109219745379557, 'EX_cpd00305_e': 0.04109219745379557, 'EX_cpd00129_e': 0.0410921974538026, 'EX_cpd00367_e': 0.04109219745379557}"
P. distasonis_gapfilled_90,"{'EX_cpd00635_e': 0.04109219745379566, 'EX_cpd00023_e': 0.041092197453905875, 'EX_cpd11595_e': 0.04109219745379566, 'EX_cpd00154_e': 0.04109219745380466, 'EX_cpd08306_e': 0.04109219745379564, 'EX_cpd00309_e': 0.04109219745379564, 'EX_cpd00540_e': 0.04109219745379564, 'EX_cpd11597_e': 0.04109219745379564, 'EX_cpd08305_e': 0.04109219745379564, 'EX_cpd00396_e': 0.04109219745379564, 'EX_cpd00039_e': 0.04109219745379564, 'EX_cpd00011_e': 0.0410921974538102, 'EX_cpd00322_e': 0.04109219745379561, 'EX_cpd00111_e': 0.04109219745379561, 'EX_cpd00028_e': 0.04109219745379561, 'EX_cpd01188_e': 0.04109219745379561, 'EX_cpd00357_e': 0.041092197453970365, 'EX_cpd03847_e': 0.04109219745379561, 'EX_cpd01080_e': 0.04109219745379561, 'EX_cpd00010_e': 0.04109219745379561, 'EX_cpd00264_e': 0.04109219745379561, 'EX_cpd11606_e': 0.04109219745379561, 'EX_cpd00305_e': 0.04109219745379561, 'EX_cpd00129_e': 0.04109219745383478, 'EX_cpd00367_e': 0.04109219745379566}"
P. distasonis_gapfilled_91,"{'EX_cpd00635_e': 0.02054609872684129, 'EX_cpd00023_e': 0.020546098724997602, 'EX_cpd11595_e': 0.02054609872684129, 'EX_cpd00154_e': 0.02054609872684129, 'EX_cpd08306_e': 0.02054609872684129, 'EX_cpd00309_e': 0.02054609872684129, 'EX_cpd00540_e': 0.02054609872684129, 'EX_cpd11597_e': 0.02054609872684129, 'EX_cpd08305_e': 0.02054609872684129, 'EX_cpd00396_e': 0.02054609872684129, 'EX_cpd00039_e': 0.02054609872684129, 'EX_cpd00011_e': 0.02054609872692312, 'EX_cpd00322_e': 0.020546098726979517, 'EX_cpd00111_e': 0.020546098726979517, 'EX_cpd00028_e': 0.020546098726979517, 'EX_cpd01188_e': 0.020546098727036097, 'EX_cpd00357_e': 0.020546098726698922, 'EX_cpd03847_e': 0.020546098726979517, 'EX_cpd01080_e': 0.020546098726979517, 'EX_cpd00010_e': 0.020546098726979517, 'EX_cpd00264_e': 0.020546098726979517, 'EX_cpd11606_e': 0.020546098726979517, 'EX_cpd00305_e': 0.020546098726979517, 'EX_cpd00129_e': 0.020546098726979517, 'EX_cpd00367_e': 0.02054609872684129}"
P. distasonis_gapfilled_92,"{'EX_cpd00635_e': 0.04109219745379557, 'EX_cpd00023_e': 0.041092197459405795, 'EX_cpd11595_e': 0.04109219745379557, 'EX_cpd00154_e': 0.04109219745379557, 'EX_cpd08306_e': 0.04109219745379557, 'EX_cpd00309_e': 0.04109219745379557, 'EX_cpd00540_e': 0.04109219745379557, 'EX_cpd11597_e': 0.04109219745379557, 'EX_cpd08305_e': 0.04109219745379557, 'EX_cpd00396_e': 0.04109219745379557, 'EX_cpd00039_e': 0.04109219745379557, 'EX_cpd00011_e': 0.04109219745379557, 'EX_cpd00322_e': 0.04109219745420023, 'EX_cpd00111_e': 0.04109219745420023, 'EX_cpd00028_e': 0.04109219745420023, 'EX_cpd01188_e': 0.04109219745420023, 'EX_cpd00357_e': 0.04109219746168688, 'EX_cpd03847_e': 0.04109219745420023, 'EX_cpd01080_e': 0.04109219745420023, 'EX_cpd00010_e': 0.04109219745420023, 'EX_cpd00264_e': 0.04109219745420023, 'EX_cpd11606_e': 0.04109219745420023, 'EX_cpd00305_e': 0.04109219745420023, 'EX_cpd00129_e': 0.04109219745420023, 'EX_cpd00367_e': 0.04109219745379557}"
P. distasonis_gapfilled_93,"{'EX_cpd00635_e': 0.04109219745390019, 'EX_cpd00023_e': 0.04109219745426657, 'EX_cpd11595_e': 0.04109219745390019, 'EX_cpd00154_e': 0.041092197453795574, 'EX_cpd08306_e': 0.041092197453795574, 'EX_cpd00309_e': 0.041092197453795574, 'EX_cpd00540_e': 0.041092197453795574, 'EX_cpd11597_e': 0.041092197453795574, 'EX_cpd08305_e': 0.041092197453795574, 'EX_cpd00396_e': 0.041092197453795574, 'EX_cpd00039_e': 0.041092197453795574, 'EX_cpd00011_e': 0.041092197453795574, 'EX_cpd00322_e': 0.041092197453795574, 'EX_cpd00111_e': 0.041092197453795574, 'EX_cpd00028_e': 0.041092197453795574, 'EX_cpd01188_e': 0.041092197453795574, 'EX_cpd00357_e': 0.0410921974536577, 'EX_cpd03847_e': 0.041092197453795574, 'EX_cpd01080_e': 0.041092197453795574, 'EX_cpd00010_e': 0.041092197453795574, 'EX_cpd00264_e': 0.041092197453795574, 'EX_cpd11606_e': 0.041092197453795574, 'EX_cpd00305_e': 0.041092197453795574, 'EX_cpd00129_e': 0.041092197453795574, 'EX_cpd00367_e': 0.04109219745390019}"
P. distasonis_gapfilled_94,"{'EX_cpd00635_e': 0.020546098726909916, 'EX_cpd00023_e': 0.020546098726897784, 'EX_cpd11595_e': 0.020546098726909916, 'EX_cpd00154_e': 0.020546098726926632, 'EX_cpd08306_e': 0.020546098726896313, 'EX_cpd00309_e': 0.020546098726896313, 'EX_cpd00540_e': 0.020546098726896313, 'EX_cpd11597_e': 0.020546098726896313, 'EX_cpd08305_e': 0.020546098726896313, 'EX_cpd00396_e': 0.020546098726896313, 'EX_cpd00039_e': 0.020546098726896313, 'EX_cpd00011_e': 0.020546098726896313, 'EX_cpd00322_e': 0.020546098726896313, 'EX_cpd00111_e': 0.020546098726896313, 'EX_cpd00028_e': 0.020546098726896313, 'EX_cpd01188_e': 0.020546098726896313, 'EX_cpd00357_e': 0.020546098726851224, 'EX_cpd03847_e': 0.020546098726896313, 'EX_cpd01080_e': 0.020546098726896313, 'EX_cpd00010_e': 0.020546098726896313, 'EX_cpd00264_e': 0.020546098726896313, 'EX_cpd11606_e': 0.020546098726896313, 'EX_cpd00305_e': 0.020546098726896313, 'EX_cpd00129_e': 0.020546098726896313, 'EX_cpd00367_e': 0.020546098726909916}"
P. distasonis_gapfilled_95,"{'EX_cpd00635_e': 0.04109219745379557, 'EX_cpd00023_e': 0.04109219745382162, 'EX_cpd11595_e': 0.04109219745379557, 'EX_cpd00154_e': 0.04109219745379559, 'EX_cpd08306_e': 0.04109219745379557, 'EX_cpd00309_e': 0.04109219745379557, 'EX_cpd00540_e': 0.04109219745379557, 'EX_cpd11597_e': 0.04109219745379557, 'EX_cpd08305_e': 0.04109219745379557, 'EX_cpd00396_e': 0.04109219745379557, 'EX_cpd00039_e': 0.04109219745379557, 'EX_cpd00011_e': 0.04109219745379562, 'EX_cpd00322_e': 0.041092197453795574, 'EX_cpd00111_e': 0.041092197453795574, 'EX_cpd00028_e': 0.041092197453795574, 'EX_cpd01188_e': 0.041092197453795574, 'EX_cpd00357_e': 0.041092197453795574, 'EX_cpd03847_e': 0.041092197453795574, 'EX_cpd01080_e': 0.041092197453795574, 'EX_cpd00010_e': 0.041092197453795574, 'EX_cpd00264_e': 0.041092197453795574, 'EX_cpd11606_e': 0.041092197453795574, 'EX_cpd00305_e': 0.041092197453795574, 'EX_cpd00129_e': 0.041092197453789205, 'EX_cpd00367_e': 0.04109219745379557}"
P. distasonis_gapfilled_96,"{'EX_cpd00635_e': 0.041092197453795574, 'EX_cpd00023_e': 0.04109219745583642, 'EX_cpd11595_e': 0.041092197453795574, 'EX_cpd00154_e': 0.041092197453795574, 'EX_cpd08306_e': 0.041092197453795574, 'EX_cpd00309_e': 0.041092197453795574, 'EX_cpd00540_e': 0.041092197453795574, 'EX_cpd11597_e': 0.041092197453795574, 'EX_cpd08305_e': 0.041092197453795574, 'EX_cpd00396_e': 0.041092197453795574, 'EX_cpd00039_e': 0.041092197453795574, 'EX_cpd00011_e': 0.041092197453795574, 'EX_cpd00322_e': 0.041092197453795574, 'EX_cpd00111_e': 0.041092197453795574, 'EX_cpd00028_e': 0.041092197453795574, 'EX_cpd01188_e': 0.041092197453795574, 'EX_cpd00357_e': 0.04109219746216327, 'EX_cpd03847_e': 0.041092197453795574, 'EX_cpd01080_e': 0.041092197453795574, 'EX_cpd00010_e': 0.041092197453795574, 'EX_cpd00264_e': 0.041092197453795574, 'EX_cpd11606_e': 0.041092197453795574, 'EX_cpd00305_e': 0.041092197453795574, 'EX_cpd00129_e': 0.041092197453795574, 'EX_cpd00367_e': 0.041092197453795574}"
P. distasonis_gapfilled_97,"{'EX_cpd00635_e': 0.02054609872657992, 'EX_cpd00023_e': 0.02054609872689778, 'EX_cpd11595_e': 0.02054609872657992, 'EX_cpd00154_e': 0.020546098726472267, 'EX_cpd08306_e': 0.02054609872657992, 'EX_cpd00309_e': 0.02054609872657992, 'EX_cpd00540_e': 0.02054609872657992, 'EX_cpd11597_e': 0.02054609872657992, 'EX_cpd08305_e': 0.02054609872657992, 'EX_cpd00396_e': 0.02054609872657992, 'EX_cpd00039_e': 0.02054609872657992, 'EX_cpd00011_e': 0.02054609872657992, 'EX_cpd00322_e': 0.02054609872657992, 'EX_cpd00111_e': 0.02054609872657992, 'EX_cpd00028_e': 0.02054609872657992, 'EX_cpd01188_e': 0.02054609872657992, 'EX_cpd00357_e': 0.02054609873594874, 'EX_cpd03847_e': 0.02054609872657992, 'EX_cpd01080_e': 0.02054609872657992, 'EX_cpd00010_e': 0.02054609872657992, 'EX_cpd00264_e': 0.02054609872657992, 'EX_cpd11606_e': 0.02054609872657992, 'EX_cpd00305_e': 0.02054609872657992, 'EX_cpd00129_e': 0.02054609872657992, 'EX_cpd00367_e': 0.02054609872657992}"
P. distasonis_gapfilled_98,"{'EX_cpd00635_e': 0.04109219745379558, 'EX_cpd00023_e': 0.04109219738972461, 'EX_cpd11595_e': 0.04109219745379558, 'EX_cpd00154_e': 0.04109219745379558, 'EX_cpd08306_e': 0.04109219745379558, 'EX_cpd00309_e': 0.04109219745379558, 'EX_cpd00540_e': 0.04109219745379558, 'EX_cpd11597_e': 0.04109219745379558, 'EX_cpd08305_e': 0.04109219745379558, 'EX_cpd00396_e': 0.04109219745379558, 'EX_cpd00039_e': 0.04109219745379558, 'EX_cpd00011_e': 0.04109219745379558, 'EX_cpd00322_e': 0.041092197453830026, 'EX_cpd00111_e': 0.041092197453830026, 'EX_cpd00028_e': 0.041092197453830026, 'EX_cpd01188_e': 0.041092197453830026, 'EX_cpd00357_e': 0.04109219745380462, 'EX_cpd03847_e': 0.041092197453830026, 'EX_cpd01080_e': 0.041092197453830026, 'EX_cpd00010_e': 0.041092197453830026, 'EX_cpd00264_e': 0.041092197453830026, 'EX_cpd11606_e': 0.041092197453830026, 'EX_cpd00305_e': 0.041092197453830026, 'EX_cpd00129_e': 0.041092197453830026, 'EX_cpd00367_e': 0.04109219745379558}"
P. distasonis_gapfilled_99,"{'EX_cpd00635_e': 0.020546098726803835, 'EX_cpd00023_e': 0.02054609867693234, 'EX_cpd11595_e': 0.020546098726803835, 'EX_cpd00154_e': 0.020546098726877432, 'EX_cpd08306_e': 0.020546098726897107, 'EX_cpd00309_e': 0.020546098726897107, 'EX_cpd00540_e': 0.020546098726897107, 'EX_cpd11597_e': 0.020546098726897107, 'EX_cpd08305_e': 0.020546098726897107, 'EX_cpd00396_e': 0.020546098726897107, 'EX_cpd00039_e': 0.020546098726897107, 'EX_cpd00011_e': 0.020546098726883816, 'EX_cpd00322_e': 0.020546098726898266, 'EX_cpd00111_e': 0.020546098726898266, 'EX_cpd00028_e': 0.020546098726898266, 'EX_cpd01188_e': 0.020546098726898266, 'EX_cpd00357_e': 0.020546098726897787, 'EX_cpd03847_e': 0.020546098726898266, 'EX_cpd01080_e': 0.020546098726898266, 'EX_cpd00010_e': 0.020546098726898266, 'EX_cpd00264_e': 0.020546098726898266, 'EX_cpd11606_e': 0.020546098726898266, 'EX_cpd00305_e': 0.020546098726898266, 'EX_cpd00129_e': 0.020546098726898266, 'EX_cpd00367_e': 0.020546098726803835}"
